Date	Open	High	Low	Close/Last	Volume	20 Day Moving Avg	
09/19/2018	81.75	82.40	81.60	82.35	254,407	78.6975	
09/18/2018	81.10	82.15	80.90	81.80	252,027	78.45	
09/17/2018	81.40	81.55	80.95	81.15	323,248	78.19	
09/14/2018	80.90	81.75	80.35	81.55	259,997	77.97	
09/13/2018	79.15	81.0199	79.15	80.75	540,033	77.7475	
09/12/2018	78.35	79.30	77.95	78.95	400,922	77.5375	
09/11/2018	78.55	78.7671	78.325	78.50	221,746	77.44	
09/10/2018	78.80	78.90	78.25	78.80	136,414	77.3125	
09/07/2018	78.30	78.60	77.65	78.45	217,220	77.2075	
09/06/2018	77.95	78.50	77.65	77.80	485,245	77.155	
09/05/2018	78.15	78.20	77.325	77.90	219,087	77.12	
09/04/2018	78.40	78.80	77.40	78.15	298,194	77.13	
08/31/2018	77.45	78.15	77.25	78.05	254,292	77.185	
08/30/2018	78.05	78.50	77.45	77.75	128,071	77.2275	
08/29/2018	77.60	78.55	77.45	78.20	235,490	77.3075	
08/28/2018	77.00	77.95	76.90	77.60	240,424	77.2975	
08/27/2018	76.45	77.20	76.35	76.95	170,167	77.2975	
08/24/2018	75.95	76.60	75.90	76.25	194,764	77.225	
08/23/2018	77.15	77.40	75.65	75.70	195,734	77.255	
08/22/2018	77.20	77.675	77.00	77.30	139,964	77.365	
08/21/2018	76.70	77.65	76.30	77.40	310,965	77.3825	
08/20/2018	76.85	77.35	76.55	76.60	236,942	77.3875	
08/17/2018	76.95	77.15	76.65	76.75	212,677	77.50	
08/16/2018	76.95	77.45	76.95	77.10	199,280	77.615	
08/15/2018	76.50	76.95	75.85	76.55	307,236	77.7175	
08/14/2018	76.20	77.50	76.20	77.00	309,776	77.8375	
08/13/2018	76.85	76.90	75.40	75.95	434,627	77.845	
08/10/2018	77.00	78.445	76.20	76.70	472,935	77.9075	
08/09/2018	77.30	78.15	77.10	77.40	326,080	77.94	
08/08/2018	79.35	81.725	75.05	77.10	778,608	77.935	
08/07/2018	79.10	79.45	78.00	78.10	259,745	77.91	
08/06/2018	78.90	79.50	78.60	79.25	197,181	77.84	
08/03/2018	79.35	79.35	78.575	78.90	201,898	77.7125	
08/02/2018	77.50	79.65	76.95	79.35	317,916	77.575	
08/01/2018	77.80	78.30	77.25	78.00	379,567	77.395	
07/31/2018	75.65	77.60	75.55	77.60	304,986	77.255	
07/30/2018	76.90	77.10	75.50	75.50	188,392	77.125	
07/27/2018	78.00	78.55	76.55	76.85	150,729	77.13	
07/26/2018	77.65	78.70	77.50	77.90	137,020	77.0425	
07/25/2018	77.00	77.75	76.50	77.65	181,692	76.945	
07/24/2018	79.30	79.30	77.30	77.50	172,309	76.895	
07/23/2018	79.05	79.65	78.70	78.85	215,392	76.80	
07/20/2018	79.05	79.75	78.85	79.05	177,754	76.7275	
07/19/2018	78.80	79.40	78.15	79.15	209,704	76.6225	
07/18/2018	77.15	79.10	77.15	78.95	246,494	76.595	
07/17/2018	76.95	77.60	76.95	77.15	164,879	76.595	
07/16/2018	77.55	77.55	76.90	77.20	90,682	76.7525	
07/13/2018	77.25	77.80	76.95	77.35	125,700	76.9525	
07/12/2018	77.05	77.45	76.70	77.30	170,601	77.1725	
07/11/2018	76.25	76.90	76.25	76.60	246,891	77.345	
07/10/2018	76.60	77.20	76.35	76.70	218,692	77.5925	
07/09/2018	76.75	77.10	76.05	76.70	429,604	77.8375	
07/06/2018	75.65	76.80	75.30	76.15	204,995	78.0725	
07/05/2018	75.45	75.80	74.85	75.75	398,603	78.39	
07/03/2018	75.10	75.80	74.95	75.20	152,734	78.7175	
07/02/2018	74.95	75.20	73.60	75.00	266,805	79.07	
06/29/2018	75.05	75.80	75.05	75.60	206,572	79.4075	
06/28/2018	75.65	75.65	74.80	75.10	556,664	79.7025	
06/27/2018	76.90	77.0502	75.75	75.95	493,503	79.965	
06/26/2018	75.60	77.20	75.50	76.65	265,404	80.215	
06/25/2018	76.90	76.90	75.50	75.60	312,985	80.3475	
06/22/2018	77.35	77.50	76.65	77.40	321,077	80.545	
06/21/2018	78.50	78.60	76.85	76.95	224,223	80.6625	
06/20/2018	79.55	79.85	78.35	78.60	115,679	80.80	
06/19/2018	79.65	79.90	78.55	78.95	194,086	80.8625	
06/18/2018	80.85	81.50	79.75	80.30	269,186	80.9275	
06/15/2018	81.45	81.65	80.95	81.20	267,908	80.91	
06/14/2018	81.00	81.75	80.85	81.75	135,129	80.82	
06/13/2018	81.90	82.15	80.50	80.75	240,782	80.7525	
06/12/2018	81.95	82.40	81.325	81.55	212,788	80.6825	
06/11/2018	81.30	81.975	81.30	81.60	123,414	80.5975	
06/08/2018	82.40	82.70	80.95	81.40	302,509	80.595	
06/07/2018	82.35	82.80	82.00	82.50	217,099	80.685	
06/06/2018	82.30	82.925	81.75	82.30	313,294	80.7275	
06/05/2018	81.30	82.45	79.45	82.25	191,234	80.705	
06/04/2018	82.00	82.95	81.35	81.75	362,558	80.6625	
06/01/2018	80.75	82.00	80.75	81.50	136,526	80.6325	
05/31/2018	80.55	81.30	79.15	80.35	239,784	80.565	
05/30/2018	79.65	81.15	79.65	80.95	220,699	80.51	
05/29/2018	79.00	79.65	78.95	79.30	219,669	80.4575	
05/25/2018	79.35	79.80	79.20	79.55	206,140	80.495	
05/24/2018	79.75	80.00	79.30	79.75	190,829	80.5475	
05/23/2018	79.70	79.95	79.35	79.70	99,544	80.605	
05/22/2018	80.45	80.60	79.65	79.85	193,466	80.6775	
05/21/2018	80.45	80.80	79.65	80.25	184,494	80.7275	
05/18/2018	79.80	80.05	79.10	79.95	240,672	80.74	
05/17/2018	80.60	80.85	79.10	79.40	195,829	80.785	
05/16/2018	79.45	80.80	79.20	80.40	277,399	80.89	
05/15/2018	79.75	79.80	78.85	79.35	264,604	80.975	
05/14/2018	81.75	81.75	79.80	79.85	472,444	81.1175	
05/11/2018	82.00	82.30	80.45	81.55	707,954	81.1925	
05/10/2018	81.80	83.90	80.7501	83.20	391,973	81.095	
05/09/2018	81.95	83.60	81.75	83.35	279,937	81.0125	
05/08/2018	81.10	82.20	81.10	81.85	228,187	80.8775	
05/07/2018	81.20	82.25	81.095	81.40	215,463	80.74	
05/04/2018	80.00	81.80	79.55	81.15	253,839	80.6275	
05/03/2018	79.00	80.40	78.75	80.15	439,597	80.565	
05/02/2018	79.75	80.25	79.15	79.25	248,126	80.615	
05/01/2018	79.85	80.55	79.20	79.90	181,668	80.6775	
04/30/2018	80.70	81.25	78.85	80.05	208,933	80.6875	
04/27/2018	80.85	81.40	80.35	80.60	161,243	80.655	
04/26/2018	81.50	81.60	80.80	80.90	208,778	80.6325	
04/25/2018	80.75	81.35	80.45	81.15	244,392	80.59	
04/24/2018	80.80	81.10	79.802	80.85	248,326	80.5475	
04/23/2018	81.10	81.50	80.20	80.50	222,938	80.57	
04/20/2018	81.55	81.55	80.25	80.85	313,689	80.5425	
04/19/2018	82.10	82.65	81.30	81.50	267,244	80.5775	
04/18/2018	82.45	82.95	81.95	82.10	280,476	80.6825	
04/17/2018	81.80	83.575	81.625	82.20	342,374	80.76	
04/16/2018	80.30	81.60	79.70	81.35	294,775	80.8025	
04/13/2018	81.90	81.90	79.40	79.60	312,017	80.935	
04/12/2018	81.25	81.80	80.85	81.55	275,900	81.185	
04/11/2018	79.05	81.40	79.05	80.65	365,373	81.3225	
04/10/2018	79.90	80.65	78.85	79.10	366,035	81.4725	
04/09/2018	80.25	80.75	79.10	79.15	233,799	81.7375	
04/06/2018	80.65	81.30	79.40	79.90	228,023	81.965	
04/05/2018	80.85	81.80	79.95	81.15	260,842	82.075	
04/04/2018	79.20	80.80	79.05	80.50	274,248	82.1025	
04/03/2018	79.60	80.75	79.60	80.10	252,162	82.105	
04/02/2018	80.00	80.40	78.80	79.40	402,578	82.075	
03/29/2018	80.10	81.05	80.075	80.15	221,503	82.075	
03/28/2018	80.20	81.05	79.80	80.05	294,264	82.0025	
03/27/2018	81.55	82.15	80.05	80.30	143,926	81.9575	
03/26/2018	81.05	81.55	80.40	81.30	268,149	81.9125	
03/23/2018	81.60	82.05	79.85	79.95	197,459	81.9225	
03/22/2018	83.00	83.30	81.50	81.55	154,899	82.0025	
03/21/2018	83.85	84.05	83.30	83.60	152,575	81.94	
03/20/2018	83.15	84.00	83.10	83.65	181,287	81.7675	
03/19/2018	83.80	84.4999	82.45	83.05	302,026	81.495	
03/16/2018	84.70	85.025	83.90	84.00	262,147	81.3675	
03/15/2018	84.55	85.35	83.95	84.60	344,016	81.1975	
03/14/2018	84.25	84.70	83.25	84.30	335,724	80.985	
03/13/2018	84.75	84.75	83.55	83.65	512,972	80.6975	
03/12/2018	83.65	84.55	83.30	84.40	301,249	80.4275	
03/09/2018	82.55	84.05	82.55	83.70	203,193	80.095	
03/08/2018	81.80	82.50	81.35	82.10	273,581	79.73	
03/07/2018	79.90	82.15	79.85	81.70	317,050	79.585	
03/06/2018	79.50	80.65	79.15	80.55	284,009	79.4325	
03/05/2018	79.05	80.00	78.20	79.50	240,139	79.26	
03/02/2018	77.95	79.70	77.925	79.40	254,531	79.265	
03/01/2018	79.55	79.80	78.10	78.70	284,342	79.375	
02/28/2018	79.65	80.35	79.10	79.15	196,235	79.5475	
02/27/2018	81.75	81.75	79.35	79.40	231,945	79.6975	
02/26/2018	82.30	83.6499	81.10	81.50	240,577	79.825	
02/23/2018	80.25	81.75	80.215	81.55	362,511	79.8625	
02/22/2018	80.35	80.85	79.775	80.30	250,236	79.8625	
02/21/2018	78.55	81.90	78.55	80.15	234,772	79.87	
02/20/2018	75.80	79.45	75.75	78.20	559,417	79.94	
02/16/2018	80.20	81.25	80.20	80.50	365,459	80.075	
02/15/2018	80.80	81.15	80.05	80.60	207,985	80.1575	
02/14/2018	78.25	80.50	78.15	80.35	848,490	80.1775	
02/13/2018	77.90	78.70	77.60	78.55	161,639	80.23	
02/12/2018	78.25	78.75	77.50	78.25	124,474	80.30	
02/09/2018	77.10	78.35	75.70	77.75	192,362	80.415	
02/08/2018	79.05	79.10	76.30	76.40	176,210	80.515	
02/07/2018	78.40	79.95	78.40	79.20	157,708	80.6575	
02/06/2018	76.25	79.00	75.255	78.65	211,388	80.66	
02/05/2018	79.00	79.70	77.05	77.10	221,921	80.725	
02/02/2018	81.30	81.40	79.15	79.60	82,083	80.7075	
02/01/2018	81.75	82.80	81.25	81.60	113,802	80.59	
01/31/2018	82.25	82.85	81.80	82.15	273,577	80.39	
01/30/2018	81.45	82.60	80.95	82.15	225,092	80.1325	
01/29/2018	81.95	82.55	81.60	81.95	139,342	79.905	
01/26/2018	81.70	82.30	81.35	82.25	229,294	79.715	
01/25/2018	80.75	81.60	80.05	81.55	198,052	79.495	
01/24/2018	81.85	82.40	80.45	80.45	172,714	79.3125	
01/23/2018	81.00	82.10	80.65	81.55	176,722	79.1625	
01/22/2018	82.25	82.25	80.50	80.90	208,557	78.945	
01/19/2018	81.30	82.20	80.80	82.15	182,463	78.775	
01/18/2018	81.70	81.80	80.85	81.00	96,636	78.55	
01/17/2018	80.50	81.85	80.45	81.40	161,973	78.385	
01/16/2018	81.20	81.20	79.80	79.95	190,133	78.125	
01/12/2018	80.10	81.10	80.10	80.55	231,487	77.915	
01/11/2018	79.40	80.00	78.825	79.75	227,280	77.6825	
01/10/2018	78.95	79.45	78.55	79.25	173,667	77.545	
01/09/2018	80.45	80.55	78.80	79.25	275,444	77.4575	
01/08/2018	77.15	80.05	76.75	79.95	327,250	77.4175	
01/05/2018	77.55	77.75	76.75	76.75	204,594	77.3225	
01/04/2018	78.00	78.10	76.85	77.25	274,275	77.375	
01/03/2018	77.35	77.95	76.90	77.60	258,399	77.4225	
01/02/2018	77.80	78.00	76.55	77.00	215,331	77.4775	
12/29/2017	78.10	78.20	77.50	77.60	195,655	77.52	
12/28/2017	77.95	78.275	77.60	78.15	156,880	77.565	
12/27/2017	77.80	78.15	77.40	77.85	142,817	77.5675	
12/26/2017	77.60	78.275	77.55	77.90	221,833	77.59	
12/22/2017	77.30	77.95	77.05	77.45	127,722	77.55	
12/21/2017	77.65	78.05	77.10	77.20	210,210	77.545	
12/20/2017	77.95	77.95	77.40	77.50	140,622	77.5425	
12/19/2017	77.80	78.00	77.20	77.65	275,833	77.5275	
12/18/2017	76.65	78.55	76.65	77.70	224,384	77.4525	
12/15/2017	76.05	76.425	75.60	76.20	243,046	77.3625	
12/14/2017	75.90	76.325	75.60	75.75	200,067	77.3325	
12/13/2017	76.60	77.50	75.80	75.90	295,558	77.2475	
12/12/2017	77.55	77.60	76.85	77.00	107,819	77.17	
12/11/2017	78.20	78.40	77.25	77.50	206,537	77.025	
12/08/2017	78.55	78.80	78.05	78.45	172,813	76.855	
12/07/2017	77.90	78.25	77.25	78.05	336,511	76.585	
12/06/2017	78.10	78.75	77.65	77.80	256,157	76.355	
12/05/2017	78.70	79.175	77.80	78.20	148,882	76.155	
12/04/2017	78.60	79.80	78.35	78.70	149,990	75.935	
12/01/2017	78.50	78.50	76.60	77.85	160,219	75.49	
11/30/2017	78.40	78.90	77.70	78.50	169,059	75.0875	
11/29/2017	78.30	79.05	77.60	78.20	140,196	74.65	
11/28/2017	77.55	78.30	77.45	78.30	235,312	74.2275	
11/27/2017	77.30	77.85	76.975	77.10	127,102	73.8125	
11/24/2017	77.50	77.95	77.1144	77.35	54,019	73.4525	
